transaction_id,user_id,payment_method_id,rating_id,status,type,shipping_address,explored_bandit_type
30,1429,4,5,purchased,post-payment,"3423 Ortega Street
New Mark, GU 63315",bandit B
31,1350,1,1,canceled,pre-payment,"8907 Christine Crest
North Cesarburgh, VT 98728",bandit B
32,422,1,3,purchased,pre-payment,"20487 Tara Lake
West Hannahland, SC 59935",bandit B
33,969,3,3,returned,pre-payment,"5205 Nguyen Groves Apt. 428
Ramirezhaven, AZ 77951",bandit A
34,1656,1,5,returned,post-payment,"PSC 7208, Box 5959
APO AP 73220",bandit B
35,1665,3,3,purchased,post-payment,"854 Lindsey Union
Melaniefurt, CO 72563",bandit B
36,223,4,4,canceled,post-payment,"7508 Robinson Fork
North Jonathanberg, ME 88309",bandit B
37,1920,4,4,purchased,pre-payment,"234 Dominguez Freeway
Lake Deborahborough, PW 68443",bandit A
38,1715,1,2,canceled,pre-payment,"63658 Combs Shores Suite 005
Lake Markchester, NC 32624",bandit A
39,117,4,2,purchased,pre-payment,"PSC 0697, Box 6230
APO AP 06621",bandit A
40,1605,3,3,purchased,pre-payment,"9483 Hutchinson Lights Apt. 173
New Kristopherside, NC 62015",bandit B
41,1353,1,4,purchased,pre-payment,"2926 Jimmy Spring
Parkberg, KY 71999",bandit A
42,1102,4,3,purchased,pre-payment,"501 Michelle Park
North Chad, NH 77256",bandit A
43,1869,2,2,purchased,pre-payment,"8523 Barr Ferry
Goodville, MS 76121",bandit A
44,768,4,2,purchased,pre-payment,"3942 Arias Motorway
Port Christine, NC 81678",bandit B
45,1339,4,5,purchased,pre-payment,"36396 Hebert Village Apt. 792
Nguyenton, NM 45338",bandit A
46,1071,3,2,returned,pre-payment,"915 Fischer Mall
East Ashley, GU 19348",bandit B
47,381,2,1,purchased,pre-payment,"172 Anthony Pines
Jacobsside, OR 15504",bandit A
48,1646,3,1,purchased,post-payment,"26972 Nicole Plaza
Port Rickyland, IN 44318",bandit B
49,462,4,4,purchased,post-payment,"PSC 0922, Box 5926
APO AA 07862",bandit B
50,1631,3,4,purchased,post-payment,"94004 Gutierrez Ferry Apt. 617
New Carlashire, CA 98063",bandit B
51,1285,3,2,canceled,pre-payment,"07078 Morgan Circles Suite 801
West Zachary, WI 01553",bandit A
52,767,2,3,canceled,post-payment,"USS Thomas
FPO AP 08762",bandit B
53,655,3,4,purchased,post-payment,"692 Willie Bridge Apt. 564
Martintown, NV 19651",bandit B
54,184,1,1,canceled,pre-payment,"6126 Clark Parkway
East Jacobside, PA 20661",bandit A
55,250,1,5,canceled,post-payment,"USNV Bell
FPO AE 39895",bandit B
56,1143,2,3,purchased,pre-payment,"90312 Davis Valleys
South Ashley, MT 77718",bandit A
57,274,2,4,canceled,post-payment,"766 Diane Estates Apt. 632
West Danielleville, FL 62753",bandit B
58,1498,4,2,purchased,pre-payment,"98127 Sally Walks
Hudsonside, KS 22806",bandit B
59,110,1,2,purchased,post-payment,"404 William Fields
South Courtneyhaven, MH 05660",bandit B
60,355,4,4,purchased,pre-payment,"018 Marks Orchard
Stevenmouth, VA 65509",bandit A
61,5,2,2,purchased,pre-payment,"0062 Samantha Loop Apt. 508
Rickside, LA 44190",bandit B
62,742,1,2,purchased,pre-payment,"50403 Morris Garden
East Josephshire, FL 46668",bandit B
63,1551,3,3,purchased,post-payment,"565 Elizabeth Neck Apt. 967
Danielland, PR 44883",bandit B
64,361,3,3,purchased,post-payment,"861 Best Oval Suite 581
Lake David, LA 67914",bandit B
65,873,3,1,purchased,pre-payment,"652 Vargas Fork Apt. 669
Port Sarahbury, KY 56117",bandit A
66,1895,4,1,purchased,pre-payment,"5482 Brandon Ridge
Robertburgh, UT 32438",bandit B
67,21,1,3,purchased,post-payment,"8133 Gibson Trace Apt. 773
Lake Brian, KS 30055",bandit B
68,1142,1,1,purchased,post-payment,"014 Michelle Bypass
Millerport, DC 46461",bandit B
69,863,4,4,purchased,post-payment,"6543 Mcconnell Prairie Suite 506
Leslieberg, RI 93575",bandit B
70,1805,2,1,returned,post-payment,"6995 Leah Lock
West Johnville, MN 98102",bandit B
71,644,4,4,purchased,pre-payment,"PSC 7953, Box 3436
APO AP 65167",bandit A
72,17,4,1,purchased,pre-payment,"967 Romero Underpass Suite 405
Coxbury, MH 22591",bandit A
73,1988,3,3,returned,post-payment,"189 Oneal Lake Suite 023
Rothbury, AR 85276",bandit B
74,512,2,5,canceled,pre-payment,"91219 Navarro Valleys
Richardville, LA 09716",bandit A
75,984,1,1,canceled,post-payment,"439 Stanley Brook Suite 795
West Michaelchester, CA 25120",bandit B
76,1623,3,5,purchased,pre-payment,"27426 Wright Isle
East Amanda, MD 01928",bandit A
77,126,2,4,purchased,pre-payment,"898 Swanson Mills Apt. 639
North Nicholashaven, MH 49810",bandit A
78,914,4,5,canceled,pre-payment,"15153 Manning Dam
East Kimberlyville, MD 74879",bandit A
79,862,1,2,purchased,post-payment,"47881 Stefanie Villages
North Tiffany, ID 89090",bandit B
80,1551,1,4,canceled,post-payment,"8992 Buckley Stream Apt. 144
North Brenda, FL 47683",bandit B
81,366,1,5,canceled,pre-payment,"Unit 2246 Box 0378
DPO AP 18373",bandit A
82,330,2,3,canceled,post-payment,"77045 Moore Gateway
New Brucebury, NY 70035",bandit B
83,184,4,5,purchased,post-payment,"39115 Kaitlyn Ridge Apt. 750
Lake Anitaland, VT 92442",bandit B
84,1595,2,3,purchased,pre-payment,"7739 Amy Grove Apt. 645
Khanhaven, AS 62430",bandit A
85,1482,1,4,canceled,post-payment,"03186 Clark Extension
Fernandezstad, MD 17500",bandit B
86,728,4,1,purchased,post-payment,"660 Danielle Crest Apt. 770
Port Whitneybury, IA 69213",bandit B
87,1834,2,2,returned,pre-payment,"Unit 0152 Box 1216
DPO AP 95442",bandit A
88,780,4,1,purchased,post-payment,"6656 Pruitt Landing Suite 117
Port Davidport, NY 44526",bandit B
89,1279,2,4,purchased,post-payment,"858 Jose Throughway Apt. 116
Lake Ann, RI 10865",bandit B
90,812,4,3,purchased,post-payment,"42062 Rice Shore Apt. 393
Aaronshire, MS 36053",bandit B
91,436,2,5,purchased,pre-payment,"576 Courtney Skyway Apt. 806
Thomasshire, WA 67454",bandit A
92,443,3,4,purchased,post-payment,"438 Jeffrey Island Suite 140
New Dawn, AS 68446",bandit B
93,320,1,3,purchased,post-payment,"576 Vega Ridges
Port Timothy, MH 86471",bandit B
94,1600,1,2,purchased,pre-payment,"930 Mitchell Way
Rosefurt, NJ 91663",bandit A
95,712,2,3,canceled,pre-payment,"USCGC Williams
FPO AP 47686",bandit A
96,1781,2,5,purchased,pre-payment,"7338 Duke Square
Henrystad, WI 92215",bandit A
97,119,3,3,purchased,pre-payment,"808 Lewis Trafficway Suite 984
Donnaborough, MH 90720",bandit A
98,601,3,1,purchased,pre-payment,"742 Kristin Drive
Moorefurt, NM 58400",bandit A
99,499,1,2,purchased,post-payment,"Unit 2836 Box 5162
DPO AE 41280",bandit B
100,458,1,1,canceled,post-payment,"9267 Fernando Views
Kennethhaven, NC 82926",bandit B
101,1958,4,5,purchased,pre-payment,"763 Stephen Spur Suite 320
Wendymouth, VT 87206",bandit B
102,1083,4,3,purchased,post-payment,"73531 Cory Skyway
Sarahmouth, NC 83643",bandit B
103,355,2,5,purchased,pre-payment,"14271 Cody Bypass Apt. 640
West Anthonyfurt, KY 92780",bandit B
104,1447,4,2,purchased,pre-payment,"5386 Brandon Drive
New Williamfurt, WI 86839",bandit A
105,1116,4,2,purchased,pre-payment,"USCGC Odonnell
FPO AA 24553",bandit A
106,1973,4,4,purchased,pre-payment,"3951 Smith Shoals
Lake Lisatown, VT 97141",bandit A
107,1125,2,5,purchased,post-payment,"PSC 2459, Box 7554
APO AA 98924",bandit B
108,602,2,4,canceled,post-payment,"706 James Squares
Williamsville, IA 32968",bandit B
109,233,3,2,purchased,pre-payment,"53054 Knox Drive Suite 476
East Michael, DC 09989",bandit A
110,201,3,1,purchased,post-payment,"6630 Harvey Lake Suite 404
East Matthewside, NJ 83144",bandit B
111,787,2,3,purchased,pre-payment,"533 Steven Ridge Suite 878
West Yolandaberg, WA 85266",bandit A
112,1490,3,1,canceled,pre-payment,"467 Nancy Crescent
Port Susan, VI 49940",bandit A
113,1227,2,1,purchased,pre-payment,"04717 Wendy Causeway
East Madison, MO 44870",bandit A
114,531,2,1,purchased,pre-payment,"17490 Burch Squares
Port Jonathan, CA 40678",bandit A
115,1039,3,1,purchased,pre-payment,"556 Michael Unions Apt. 487
Lake Samuel, VT 83911",bandit B
116,345,3,4,purchased,post-payment,"1187 Melissa Fall Suite 507
Melanietown, MI 55791",bandit B
117,625,4,4,purchased,post-payment,"4018 Maxwell Street Suite 961
East Elizabethhaven, ND 35204",bandit B
118,656,4,4,purchased,post-payment,"3151 Kline Villages
Lake Marcus, DC 44267",bandit B
119,483,2,1,purchased,post-payment,"0046 Cortez Mall
Chandlerland, AZ 74898",bandit B
120,375,2,1,purchased,pre-payment,"9278 Vanessa Port
Reginafort, CT 83480",bandit A
121,229,2,1,canceled,post-payment,"069 Joshua Ville
New Laurie, AL 44806",bandit B
122,1417,2,4,canceled,post-payment,"3287 Ashley Shoals
Lisashire, DE 94384",bandit B
123,206,1,2,purchased,post-payment,"776 Haley Track
Katietown, FM 68808",bandit B
124,758,3,1,purchased,pre-payment,"42333 Pamela Crest
Port Claudiabury, WV 76798",bandit B
125,1896,1,4,purchased,pre-payment,"991 Barnes Extensions Apt. 769
Mckinneyburgh, CT 28351",bandit B
126,473,3,3,purchased,post-payment,"9841 Janet Creek Apt. 516
Jeffreyport, ND 99577",bandit B
127,135,2,3,purchased,pre-payment,"02280 Lindsey Rest Apt. 116
North Tiffanyside, AK 94783",bandit B
128,824,1,3,returned,pre-payment,"PSC 8933, Box 5470
APO AA 80493",bandit B
129,1766,1,4,purchased,post-payment,"6067 French Meadows
West Williambury, TX 55132",bandit B
130,842,3,2,purchased,post-payment,"33956 Whitney Crescent Apt. 690
Mclaughlinville, KY 69159",bandit B
131,1117,1,4,purchased,pre-payment,"4796 Rhonda Points
Robertville, DE 43009",bandit B
132,1950,2,5,canceled,pre-payment,"417 Kimberly Lodge Apt. 499
North Kevinshire, MA 83009",bandit A
133,1747,3,1,purchased,pre-payment,"78683 Miles Mountain
Riveraton, AR 95365",bandit A
134,1576,3,5,purchased,post-payment,"258 Manuel Lodge
East Derek, MO 17460",bandit B
135,483,1,2,canceled,pre-payment,"37334 Todd Shores
Lamport, OR 66373",bandit A
136,279,3,4,returned,post-payment,"732 Quinn Valleys
West Brandon, MT 05173",bandit B
137,1614,4,2,purchased,post-payment,"8174 Tracy Station Suite 360
West Jacob, SC 08274",bandit B
138,895,3,2,purchased,post-payment,"53814 Amy Glen Suite 118
North Jenny, VI 96819",bandit B
139,1197,1,4,purchased,pre-payment,"9308 Martinez View
Garzaton, UT 66038",bandit B
140,188,4,2,purchased,pre-payment,"6395 Huff Underpass Suite 049
Yatesfort, AS 61845",bandit B
141,158,3,5,purchased,post-payment,"2094 Collier Groves Apt. 881
Lake Kellyburgh, NV 34439",bandit B
142,508,2,2,returned,pre-payment,"PSC 2466, Box 7705
APO AE 03924",bandit A
143,994,1,4,canceled,post-payment,"Unit 0190 Box 0192
DPO AP 73958",bandit B
144,1625,4,2,purchased,pre-payment,"807 Dawn Stream Suite 048
Lake Davidchester, AS 40699",bandit A
145,286,1,3,purchased,post-payment,"96198 Lopez Rest Apt. 059
Port Angelafort, CT 26990",bandit B
146,1540,3,2,purchased,pre-payment,"87554 Larson Locks
Lake Jose, KS 83426",bandit A
147,697,1,2,purchased,pre-payment,"0738 Reed Corner
Wilsonchester, NM 42102",bandit A
148,396,2,2,canceled,pre-payment,"1082 Foster Parkway Apt. 361
Coryville, PA 02345",bandit A
149,1328,1,5,purchased,post-payment,"558 Yoder Avenue Apt. 312
New Rachelbury, NH 72055",bandit B
150,1749,3,2,purchased,pre-payment,"613 Jason Summit
South Angelaside, DC 07604",bandit A
151,1526,4,5,canceled,post-payment,"486 Crawford Land Apt. 453
Kellyberg, OR 82418",bandit B
152,840,3,4,returned,post-payment,"54207 Patricia Groves Apt. 951
North Joan, GA 10564",bandit B
153,614,3,3,purchased,pre-payment,"06588 Clark Lock
Foxfort, TX 82103",bandit B
154,1098,1,1,purchased,post-payment,"65108 Reed Center
New Justin, DE 66616",bandit B
155,1021,2,5,purchased,post-payment,"5084 Huynh Cove
East Jenniferstad, MD 85922",bandit B
156,399,2,4,purchased,pre-payment,"268 Kenneth Plains
Gordonshire, KS 34132",bandit A
157,190,4,2,returned,pre-payment,"22464 Miller Pines
Deanberg, AL 94932",bandit A
158,796,3,3,purchased,pre-payment,"80699 Jonathan Expressway Suite 262
East Marciastad, IA 39160",bandit A
159,771,3,5,returned,pre-payment,"581 Carol Ridge
New Phillip, TN 12368",bandit A
160,1833,2,4,canceled,pre-payment,"PSC 9989, Box 2117
APO AA 95732",bandit A
161,575,4,2,purchased,post-payment,"31743 Lauren Prairie
Adamsport, KS 90469",bandit B
162,259,1,2,purchased,post-payment,"USS Valdez
FPO AE 01265",bandit B
163,1522,1,2,purchased,post-payment,"62566 Andrew River Apt. 981
Lake Amberstad, MD 38250",bandit B
164,1960,4,3,purchased,post-payment,"345 Rhonda Square
East Dianeville, WA 11605",bandit B
165,1307,1,5,canceled,post-payment,"7807 Acevedo Stravenue Suite 810
Jamesland, NJ 02326",bandit B
166,477,4,5,returned,post-payment,"7513 Michele Extensions Apt. 170
North Justinmouth, WY 74749",bandit B
167,1771,3,3,returned,post-payment,"USS Smith
FPO AA 91038",bandit B
168,61,3,3,canceled,pre-payment,"203 Brian Rapid
West Raymond, MO 57100",bandit B
169,923,4,2,purchased,pre-payment,"41778 Vasquez Corners
Wadehaven, IN 31301",bandit A
170,736,1,2,purchased,pre-payment,"5937 Brianna Falls Apt. 339
Markview, WI 86973",bandit B
171,1822,3,5,purchased,post-payment,"94467 Brittany Throughway
Jordanmouth, ID 47108",bandit B
172,1167,2,5,purchased,pre-payment,"25938 John Vista
East Peggy, NV 38935",bandit A
173,478,2,5,purchased,pre-payment,"PSC 9766, Box 3267
APO AP 03456",bandit A
174,690,2,3,canceled,pre-payment,"5444 Colon Inlet
Ricefort, GA 36852",bandit A
175,1782,2,3,purchased,pre-payment,"267 Norris Harbors Apt. 070
Garyside, UT 95303",bandit A
176,1324,3,5,purchased,post-payment,"1428 Ruiz Shores
Smithtown, PA 24383",bandit B
177,172,4,4,canceled,pre-payment,"3690 Johnson Points
New Ronald, CA 50819",bandit B
178,944,2,1,returned,pre-payment,"083 Steven Drive
Brianborough, PA 09725",bandit B
179,1747,3,1,canceled,post-payment,"83250 Vega Fall
Margaretville, ND 16815",bandit B
180,123,4,3,purchased,post-payment,"USNS Wells
FPO AP 17932",bandit B
181,584,1,4,purchased,pre-payment,"55151 Ashley Dam
Ericachester, DC 22380",bandit B
182,324,4,3,purchased,pre-payment,"8533 Valerie Circles
West Kyle, WA 85303",bandit A
183,1102,4,3,purchased,pre-payment,"4376 Angela Meadow Suite 040
North Lisa, NE 62062",bandit A
184,1232,2,5,purchased,pre-payment,"303 Wilkinson Ferry Apt. 615
West Anthonymouth, IL 19785",bandit B
185,1108,2,4,purchased,post-payment,"85264 Kenneth Crossing
Jennifertown, NC 21167",bandit B
186,1807,2,2,returned,pre-payment,"PSC 7263, Box 1131
APO AE 38258",bandit A
187,849,2,1,purchased,pre-payment,"6971 Macdonald Vista
Port Elizabethland, PA 23664",bandit A
188,1078,4,1,purchased,post-payment,"7673 Elizabeth Shore Apt. 696
Alyssaland, OK 51047",bandit B
189,520,2,4,purchased,pre-payment,"7400 Park Mews Suite 254
Kellyton, AZ 38535",bandit B
190,592,2,3,returned,post-payment,"Unit 4816 Box 2783
DPO AE 96345",bandit B
191,1326,2,2,purchased,post-payment,"2765 Katie Hollow Suite 230
West Brendashire, GU 95517",bandit B
192,1143,2,1,canceled,pre-payment,"478 Powers Green Apt. 158
Berryton, KY 95555",bandit B
193,72,3,2,returned,post-payment,"6095 Kirk Fords Apt. 069
South Michael, NM 53311",bandit B
194,1884,3,4,canceled,pre-payment,"90215 Mercer Summit Suite 306
Lake Christopher, PW 71538",bandit B
195,1625,3,2,purchased,pre-payment,"6172 Sonya Club
North Dillonshire, ID 93035",bandit A
196,1908,1,5,canceled,post-payment,"49225 Patrick Pines
Port Jeffrey, ID 80736",bandit B
197,916,4,5,purchased,pre-payment,"3276 Lee Keys Suite 812
East Kentborough, NM 81006",bandit B
198,1629,3,1,canceled,post-payment,"5088 Murray Path Suite 808
Thomasview, PR 16485",bandit B
199,429,1,4,purchased,post-payment,"29320 Leah Court
East Dennis, UT 06848",bandit B
200,1453,2,4,purchased,post-payment,"6041 Washington Lock Suite 143
New Stephanie, NY 12247",bandit B
201,183,2,3,purchased,pre-payment,"11491 Wagner Viaduct Apt. 986
Evansberg, MP 12267",bandit A
202,1238,2,4,purchased,pre-payment,"8882 Nicole Station
New Sara, GA 38624",bandit A
203,1028,4,5,purchased,post-payment,"509 Carter Prairie
Cortezton, MO 20478",bandit B
204,575,4,1,canceled,pre-payment,"560 Mitchell Streets Apt. 444
Blackborough, ME 05709",bandit A
205,482,1,3,purchased,pre-payment,"Unit 6364 Box 9443
DPO AE 27974",bandit B
206,1583,1,5,returned,post-payment,"6636 Garcia Stream Apt. 908
Wangfort, FL 41616",bandit B
207,1294,1,3,canceled,post-payment,"7080 Amanda Lakes
Lake Rogerbury, MN 13290",bandit B
208,794,2,1,purchased,post-payment,"694 Ronnie Loop
East Stephanieview, VT 09493",bandit B
209,1857,3,4,purchased,pre-payment,"21592 Lee Orchard Suite 408
Lake Connieton, MO 13801",bandit A
210,110,1,2,purchased,pre-payment,"0331 Jon Mountain Suite 709
West Juanchester, GU 02937",bandit A
211,963,1,4,returned,pre-payment,"9399 Macias Roads Apt. 285
Port Mark, MH 98559",bandit A
212,491,2,4,purchased,post-payment,"6912 Washington Village
Chrisburgh, AR 61621",bandit B
213,1195,1,5,purchased,post-payment,"333 Singh Circle
Woodsborough, IL 67019",bandit B
214,33,2,1,purchased,post-payment,"23677 Brian Mill
Jenniferhaven, GU 84588",bandit B
215,1844,4,4,purchased,post-payment,"13668 Brown Garden
New Marystad, OR 69685",bandit B
216,1122,3,4,canceled,pre-payment,"999 Martinez Drives Apt. 491
Lake Nicholas, AZ 91972",bandit A
217,64,1,3,purchased,post-payment,"82748 Shannon Summit Apt. 383
Wilsonland, PW 79641",bandit B
218,260,1,4,purchased,pre-payment,"928 Sharp Island Apt. 332
Wilsonborough, MN 54969",bandit A
219,1683,2,2,purchased,post-payment,"459 Johnson Garden Suite 949
Lake Howard, ND 01928",bandit B
220,1465,4,1,canceled,pre-payment,"2073 Krystal Skyway Apt. 486
Christinaview, TN 73163",bandit A
221,1102,1,1,purchased,pre-payment,"2967 Edward Gardens
Cervantesville, GU 71088",bandit A
222,859,4,3,purchased,pre-payment,"326 Santos Locks Apt. 698
New Raymond, TN 10349",bandit B
223,198,1,1,purchased,pre-payment,"025 Daniel Fork Apt. 469
New Carolynmouth, MN 38014",bandit B
224,117,2,3,purchased,post-payment,"63793 Brewer Cape Suite 145
Suareztown, TN 08171",bandit B
225,1374,2,2,returned,pre-payment,"9501 David Flats Suite 590
Kleinside, WA 31093",bandit A
226,450,1,3,purchased,post-payment,"6405 Anthony Center Suite 504
Port Daniel, DC 37965",bandit B
227,621,2,3,purchased,pre-payment,"84682 Caldwell Knolls
Port Markhaven, MN 47013",bandit A
228,1446,3,1,purchased,post-payment,"0002 Erica Mountain
Port Tracey, MN 50107",bandit B
229,1837,4,2,purchased,pre-payment,"626 Garrett Ridge Apt. 872
Bellside, MN 13601",bandit A
230,122,4,5,purchased,pre-payment,"27159 Heather Courts Apt. 468
Port Sethshire, MA 54064",bandit A
231,1013,3,4,purchased,pre-payment,"5307 Francis Path
Crystalhaven, NH 48876",bandit A
232,302,2,1,purchased,pre-payment,"4135 Carol Junctions
West Elizabeth, NV 99584",bandit B
233,1145,4,3,purchased,post-payment,"8577 Davis Glens
North Tylerview, NM 96266",bandit B
234,170,4,5,purchased,pre-payment,"9803 Bell Trace Apt. 501
North Donnamouth, CO 95971",bandit A
235,1578,1,2,canceled,pre-payment,"720 Preston Grove Apt. 793
Hernandezville, NJ 79236",bandit B
236,1562,2,3,canceled,pre-payment,"41429 Morales Harbors Suite 410
Howardside, PR 55025",bandit A
237,1771,1,4,purchased,pre-payment,"9325 Douglas Bridge Apt. 948
Stevenville, PA 11396",bandit B
238,774,2,5,purchased,pre-payment,"3205 Marcia Locks Apt. 050
Brownland, MH 68928",bandit B
239,670,4,5,canceled,pre-payment,"PSC 8203, Box 0977
APO AE 68104",bandit B
240,1114,4,2,purchased,post-payment,"4740 Anna Pines
Port Rachelstad, GA 76291",bandit B
241,469,1,3,purchased,pre-payment,"493 Johnson Underpass Apt. 279
Waltersview, GA 77264",bandit A
242,199,4,4,purchased,pre-payment,"19192 Nicole Motorway Suite 460
Christophertown, SC 36210",bandit B
243,1902,4,5,purchased,post-payment,"36743 Steven Vista Suite 489
Masonland, VI 42573",bandit B
244,902,3,5,purchased,pre-payment,"707 Castro Spring
Thompsonborough, SC 30150",bandit B
245,1462,2,2,returned,pre-payment,"2506 Tanner Orchard Suite 198
Traceyton, IL 42449",bandit B
246,1647,3,4,purchased,post-payment,"446 Dawson Oval
Johnview, NE 18525",bandit B
247,748,1,2,canceled,pre-payment,"660 Ruiz Views Apt. 360
Garciaside, DC 71387",bandit B
248,342,3,5,canceled,pre-payment,"591 Flores Locks
Woodview, VA 41030",bandit A
249,1898,4,2,purchased,post-payment,"4701 Duane Island Suite 863
Ramirezshire, SD 48914",bandit B
250,1606,3,2,returned,pre-payment,"USNS Turner
FPO AE 76141",bandit A
251,1310,3,4,purchased,pre-payment,"2053 Jessica Trail
Dennismouth, NC 66997",bandit A
252,1562,4,4,canceled,pre-payment,"07805 Mcdonald Station
Annaside, IL 82527",bandit B
253,1236,2,4,purchased,pre-payment,"1947 Diaz Knolls Apt. 203
Bushburgh, AK 82182",bandit B
254,1238,3,4,purchased,post-payment,"48053 Brown Square
Michaelfort, NV 76847",bandit B
255,301,3,1,purchased,pre-payment,"5837 Joseph Parks Apt. 611
Joannabury, FM 55930",bandit B
256,1089,2,1,purchased,pre-payment,"6888 Ortega Prairie Apt. 548
New Michael, AS 03581",bandit A
257,213,2,2,purchased,pre-payment,"8755 Larson Course Suite 045
Lake Sarahville, MN 42084",bandit B
258,1557,2,1,purchased,post-payment,"1485 Gerald Ranch
Kristenberg, ID 41211",bandit B
259,147,4,3,returned,pre-payment,"419 Armstrong Lodge Apt. 167
Johnsonville, IN 84551",bandit A
260,1898,2,1,purchased,pre-payment,"730 Martin Stravenue Suite 269
Snyderport, CT 61501",bandit A
261,833,2,1,returned,post-payment,"6761 White Path Suite 266
East Stephanieborough, IA 32660",bandit B
262,925,2,2,purchased,pre-payment,"437 Cohen Forge
Jessicaside, VA 38014",bandit A
263,1898,3,3,purchased,post-payment,"7803 Bell Streets
Port Dennis, VA 87608",bandit B
264,1094,3,5,purchased,pre-payment,"78982 Andrade Meadow Suite 118
North Elizabeth, TX 37324",bandit A
265,255,4,3,returned,pre-payment,"0013 Aaron Locks
Port Nathan, AS 31915",bandit A
266,1224,1,2,purchased,pre-payment,"256 Scott Parkway
Odonnellview, VA 50000",bandit A
267,777,4,1,purchased,post-payment,"7151 Robert Underpass Suite 916
Joneschester, MA 50029",bandit B
268,1555,1,4,purchased,post-payment,"63320 Douglas Groves
North Kevinhaven, MA 52283",bandit B
269,538,2,3,returned,pre-payment,"1259 Cole Pine
Thomasberg, MI 60597",bandit A
270,301,4,2,purchased,pre-payment,"18711 Davis Coves Suite 051
East Danielle, CA 72884",bandit A
271,1994,2,4,purchased,post-payment,"547 Wise Haven Apt. 263
Kathrynmouth, KY 92549",bandit B
272,304,4,5,canceled,post-payment,"9735 Compton Plaza
East Deniseton, WI 47328",bandit B
273,754,1,2,purchased,post-payment,"USS Hodges
FPO AA 09153",bandit B
274,469,2,2,purchased,pre-payment,"581 Jackson Roads
Harrisside, AS 87401",bandit B
275,1802,2,1,canceled,pre-payment,"USCGC Bailey
FPO AA 05225",bandit A
276,358,1,5,purchased,pre-payment,"518 Fox Trafficway
Hansenport, MH 03853",bandit A
277,230,4,2,purchased,post-payment,"1653 Matthew Points Suite 518
Christopherfurt, KY 33984",bandit B
278,1269,3,2,purchased,pre-payment,"622 Davis Drive Suite 522
Lake Cassandra, NE 95704",bandit A
279,1622,4,3,purchased,post-payment,"797 Benson Expressway Suite 201
West Cathybury, IN 77282",bandit B
280,879,3,4,purchased,pre-payment,"7951 Hall Rapids
Kaylaborough, NJ 68416",bandit B
281,1702,2,4,purchased,pre-payment,"2050 Phillips Causeway Apt. 766
Port Noahmouth, VA 82895",bandit A
282,1736,1,2,purchased,pre-payment,"USNS Thomas
FPO AE 62686",bandit A
